hotel_Id,Hotel_name,Province,Price,Check_in_date,Check_out_date,Score,Stars,Address,Reviews,Overall,Link
4756,The Pool Villas Cam Ranh - All Private Pool Villas,Khánh Hòa,4200000,11/3/2025,11/4/2025,8.7,0,Cam Lâm,4,Excellent,https://www.booking.com/hotel/vn/the-pool-villas-cam-ranh.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-11-03&checkout=2025-11-04&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=232&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496796&all_sr_blocks=1069557901_395259453_6_42_0_81734&highlighted_blocks=1069557901_395259453_6_42_0_81734&matching_block_id=1069557901_395259453_6_42_0_81734&sr_pri_blocks=1069557901_395259453_6_42_0_81734_420000000&from=searchresults
4757,Aroma Nha Trang Boutique Hotel,Khánh Hòa,350000,10/27/2025,10/28/2025,6.4,4,Nha Trang,38,Pleasant,https://www.booking.com/hotel/vn/aroma-nha-trang-boutique.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=233&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496796&all_sr_blocks=177822802_371173184_0_2_0&highlighted_blocks=177822802_371173184_0_2_0&matching_block_id=177822802_371173184_0_2_0&sr_pri_blocks=177822802_371173184_0_2_0__35000000&from=searchresults
4758,Full House Hotel,Khánh Hòa,950000,10/6/2025,10/7/2025,6.9,3,Nha Trang,191,Pleasant,https://www.booking.com/hotel/vn/full-house-nha-trang.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=234&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496804&all_sr_blocks=196328101_357444442_2_0_0&highlighted_blocks=196328101_357444442_2_0_0&matching_block_id=196328101_357444442_2_0_0&sr_pri_blocks=196328101_357444442_2_0_0__30400000&from=searchresults
4759,Red Sun Nha Trang Hotel,Khánh Hòa,1500000,10/27/2025,10/28/2025,8.3,4,Nha Trang,53,Very good,https://www.booking.com/hotel/vn/red-sun-nha-trang.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=235&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496804&all_sr_blocks=260278601_363182413_2_41_0&highlighted_blocks=260278601_363182413_2_41_0&matching_block_id=260278601_363182413_2_41_0&sr_pri_blocks=260278601_363182413_2_41_0__67500000&from=searchresults
4760,TUI BLUE Nha Trang,Khánh Hòa,1960000,12/8/2025,12/9/2025,9,5,Nha Trang,248,Wonderful,https://www.booking.com/hotel/vn/tui-blue-nha-trang.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-12-08&checkout=2025-12-09&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=236&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496804&all_sr_blocks=273704701_401682091_2_1_0_906998&highlighted_blocks=273704701_401682091_2_1_0_906998&matching_block_id=273704701_401682091_2_1_0_906998&sr_pri_blocks=273704701_401682091_2_1_0_906998_156800000&from=searchresults
4761,Panorama Nha Trang Star Beach,Khánh Hòa,1650000,10/27/2025,10/28/2025,7.7,4,Nha Trang,272,Good,https://www.booking.com/hotel/vn/star-beach-panorama.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=237&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496804&all_sr_blocks=560624408_406874850_0_0_0&highlighted_blocks=560624408_406874850_0_0_0&matching_block_id=560624408_406874850_0_0_0&sr_pri_blocks=560624408_406874850_0_0_0__82500000&from=searchresults
4762,Maple Hotel & Apartment,Khánh Hòa,2600000,10/6/2025,10/7/2025,7.4,4,Nha Trang,83,Good,https://www.booking.com/hotel/vn/maple-amp-apartment.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=238&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496804&all_sr_blocks=255489243_251973381_0_1_0&highlighted_blocks=255489243_251973381_0_1_0&matching_block_id=255489243_251973381_0_1_0&sr_pri_blocks=255489243_251973381_0_1_0__91000000&from=searchresults
4763,Arima Hotel Nha Trang Beach by HC Group,Khánh Hòa,249000,10/6/2025,10/7/2025,8.8,3,Nha Trang,51,Excellent,https://www.booking.com/hotel/vn/arima-nha-trang-beach-by-hc-group.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=239&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496804&all_sr_blocks=1390358301_412107698_2_0_0&highlighted_blocks=1390358301_412107698_2_0_0&matching_block_id=1390358301_412107698_2_0_0&sr_pri_blocks=1390358301_412107698_2_0_0__24900000&from=searchresults
4764,LeMore Hotel Nha Trang,Khánh Hòa,2201087,10/27/2025,10/28/2025,7.8,4,Nha Trang,94,Good,https://www.booking.com/hotel/vn/le-more.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=240&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496804&all_sr_blocks=437661106_414607271_2_2_0_1104705&highlighted_blocks=437661106_414607271_2_2_0_1104705&matching_block_id=437661106_414607271_2_2_0_1104705&sr_pri_blocks=437661106_414607271_2_2_0_1104705_143070700&from=searchresults
4765,Alana Nha Trang Beach Hotel,Khánh Hòa,1400000,12/8/2025,12/9/2025,7.7,4,Nha Trang,71,Good,https://www.booking.com/hotel/vn/alana-nha-trang-beach.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-12-08&checkout=2025-12-09&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=241&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496804&all_sr_blocks=140906815_412533634_2_2_0&highlighted_blocks=140906815_412533634_2_2_0&matching_block_id=140906815_412533634_2_2_0&sr_pri_blocks=140906815_412533634_2_2_0__70000000&from=searchresults
4766,Boma Resort Nha Trang,Khánh Hòa,4351000,10/27/2025,10/28/2025,9.3,5,Nha Trang,158,Wonderful,https://www.booking.com/hotel/vn/boma-resort-nha-trang.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=242&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496804&all_sr_blocks=917844401_421208483_2_1_0_149906&highlighted_blocks=917844401_421208483_2_1_0_149906&matching_block_id=917844401_421208483_2_1_0_149906&sr_pri_blocks=917844401_421208483_2_1_0_149906_313272000&from=searchresults
4767,S79 Residence LYN Panorama,Khánh Hòa,1750000,10/6/2025,10/7/2025,8.3,3,Nha Trang,5,Very good,https://www.booking.com/hotel/vn/s79-residence-lyn-panorama.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=243&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496805&all_sr_blocks=1461260701_418850206_2_0_0&highlighted_blocks=1461260701_418850206_2_0_0&matching_block_id=1461260701_418850206_2_0_0&sr_pri_blocks=1461260701_418850206_2_0_0__70000000&from=searchresults
4768,LYN Premier Studio Panorama Nha Trang,Khánh Hòa,1710000,10/6/2025,10/7/2025,8.1,4,Nha Trang,12,Very good,https://www.booking.com/hotel/vn/panorama-nha-trang-by-elite-stay.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=257&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496805&all_sr_blocks=860010101_412763475_2_2_0&highlighted_blocks=860010101_412763475_2_2_0&matching_block_id=860010101_412763475_2_2_0&sr_pri_blocks=860010101_412763475_2_2_0__66690000&from=searchresults
4769,Homestay SeaView Nha Trang - Host by Tung Nguyen - Book Tour & Full Service,Khánh Hòa,1036800,10/6/2025,10/7/2025,8.9,3,Nha Trang,44,Excellent,https://www.booking.com/hotel/vn/muong-thanh-vien-trieu-apartment-host-by-tung-nguyen-book-tour-amp-full-service.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=244&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496805&all_sr_blocks=1202862609_392537905_2_0_0&highlighted_blocks=1202862609_392537905_2_0_0&matching_block_id=1202862609_392537905_2_0_0&sr_pri_blocks=1202862609_392537905_2_0_0__103680000&from=searchresults
4770,Nalicas Nha Trang Hotel,Khánh Hòa,1550000,10/27/2025,10/28/2025,8.8,4,Nha Trang,108,Excellent,https://www.booking.com/hotel/vn/nalicas.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=245&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496805&all_sr_blocks=556587701_410566459_2_1_0&highlighted_blocks=556587701_410566459_2_1_0&matching_block_id=556587701_410566459_2_1_0&sr_pri_blocks=556587701_410566459_2_1_0__155000000&from=searchresults
4771,The Mango - Arena Cam Ranh Beachfront Resort - 5 Star,Khánh Hòa,881100,10/6/2025,10/7/2025,8.5,4,Cam Ranh International Airport,15,Very good,https://www.booking.com/hotel/vn/cam-ranh-sea-view-4-sao.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=247&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496805&all_sr_blocks=1371672602_409365247_0_2_0&highlighted_blocks=1371672602_409365247_0_2_0&matching_block_id=1371672602_409365247_0_2_0&sr_pri_blocks=1371672602_409365247_0_2_0__88110000&from=searchresults
4772,Ocean View Nha Trang,Khánh Hòa,300000,10/6/2025,10/7/2025,7.5,3,Nha Trang,340,Good,https://www.booking.com/hotel/vn/ocean-view-nha-trang.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=251&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496805&all_sr_blocks=1189119901_395918288_2_0_0&highlighted_blocks=1189119901_395918288_2_0_0&matching_block_id=1189119901_395918288_2_0_0&sr_pri_blocks=1189119901_395918288_2_0_0__30000000&from=searchresults
4773,Blue Pearl Hotel,Khánh Hòa,650000,10/6/2025,10/7/2025,8.3,3,Nha Trang,126,Very good,https://www.booking.com/hotel/vn/ruby-nha-trang.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=252&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496805&all_sr_blocks=42902117_385085394_0_0_0&highlighted_blocks=42902117_385085394_0_0_0&matching_block_id=42902117_385085394_0_0_0&sr_pri_blocks=42902117_385085394_0_0_0__42250000&from=searchresults
4774,"Ocean view at The Arena Cam Ranh resort, Bai Dai beach - near Airport Nha Trang, Khanh Hoa",Khánh Hòa,1215000,10/6/2025,10/7/2025,6.4,3,Cam Lâm,13,Pleasant,https://www.booking.com/hotel/vn/ocean-view-at-arena-cam-ranh-nha-trang.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=250&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496805&all_sr_blocks=934512201_365569724_2_2_0&highlighted_blocks=934512201_365569724_2_2_0&matching_block_id=934512201_365569724_2_2_0&sr_pri_blocks=934512201_365569724_2_2_0__121500000&from=searchresults
4775,Shoho Hotel Nha Trang,Khánh Hòa,941971,12/8/2025,12/9/2025,8.6,3,Nha Trang,295,Excellent,https://www.booking.com/hotel/vn/shoho-nha-trang.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-12-08&checkout=2025-12-09&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=253&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496805&all_sr_blocks=693301601_361368068_2_0_0_96691&highlighted_blocks=693301601_361368068_2_0_0_96691&matching_block_id=693301601_361368068_2_0_0_96691&sr_pri_blocks=693301601_361368068_2_0_0_96691_34852900&from=searchresults
4776,Rembrandt Hotel Nha Trang,Khánh Hòa,1000000,10/6/2025,10/7/2025,8.1,3,Nha Trang,293,Very good,https://www.booking.com/hotel/vn/hon-tam-sun-sea.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=254&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496805&all_sr_blocks=27220816_412829823_0_2_0_917077&highlighted_blocks=27220816_412829823_0_2_0_917077&matching_block_id=27220816_412829823_0_2_0_917077&sr_pri_blocks=27220816_412829823_0_2_0_917077_32000000&from=searchresults
4777,Potique Hotel,Khánh Hòa,4000000,10/27/2025,10/28/2025,9.2,5,Nha Trang,96,Wonderful,https://www.booking.com/hotel/vn/potique.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=255&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496805&all_sr_blocks=662558701_364123885_0_1_0_916665&highlighted_blocks=662558701_364123885_0_1_0_916665&matching_block_id=662558701_364123885_0_1_0_916665&sr_pri_blocks=662558701_364123885_0_1_0_916665_360000000&from=searchresults
4778,Daphovina Hotel,Khánh Hòa,2793000,10/6/2025,10/7/2025,9.1,4,Nha Trang,184,Wonderful,https://www.booking.com/hotel/vn/daphovina-nha-trang.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=256&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496805&all_sr_blocks=1130021504_392966308_0_1_0&highlighted_blocks=1130021504_392966308_0_1_0&matching_block_id=1130021504_392966308_0_1_0&sr_pri_blocks=1130021504_392966308_0_1_0__79600500&from=searchresults
4779,DORADO HOTEL,Khánh Hòa,540000,10/6/2025,10/7/2025,9,2,Nha Trang,68,Wonderful,https://www.booking.com/hotel/vn/dorado.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-06&checkout=2025-10-07&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=258&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496805&all_sr_blocks=520963602_246416192_3_0_0&highlighted_blocks=520963602_246416192_3_0_0&matching_block_id=520963602_246416192_3_0_0&sr_pri_blocks=520963602_246416192_3_0_0__54000000&from=searchresults
4780,Bondi Backpackers Nhatrang,Khánh Hòa,642600,10/27/2025,10/28/2025,8.1,0,Nha Trang,1168,Very good,https://www.booking.com/hotel/vn/bondibackpackersnhatrang.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=259&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496814&all_sr_blocks=304748609_121943156_0_41_0&highlighted_blocks=304748609_121943156_0_41_0&matching_block_id=304748609_121943156_0_41_0&sr_pri_blocks=304748609_121943156_0_41_0__64260000&from=searchresults
4781,The Area Beach in Cam Ranh Resort,Khánh Hòa,4490000,10/27/2025,10/28/2025,8,4,Cam Ranh,30,Very good,https://www.booking.com/hotel/vn/the-area-beach-in-cam-ranh-resort.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=260&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496814&all_sr_blocks=1248300801_397186128_2_2_0&highlighted_blocks=1248300801_397186128_2_2_0&matching_block_id=1248300801_397186128_2_2_0&sr_pri_blocks=1248300801_397186128_2_2_0__134700000&from=searchresults
4782,"Villa Le Corail, A Gran Melia Hotel",Khánh Hòa,9565778,10/27/2025,10/28/2025,9.2,5,Nha Trang,127,Wonderful,https://www.booking.com/hotel/vn/villa-le-corail-a-gran-melia-hotel.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=261&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496814&all_sr_blocks=992341806_414063437_2_1_0_347996&highlighted_blocks=992341806_414063437_2_1_0_347996&matching_block_id=992341806_414063437_2_1_0_347996&sr_pri_blocks=992341806_414063437_2_1_0_347996_765262200&from=searchresults
4783,Khách sạn Phố Ngọc,Khánh Hòa,330000,10/27/2025,10/28/2025,8.1,3,Nha Trang,392,Very good,https://www.booking.com/hotel/vn/khach-san-pho-ngoc.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKDhP_GBsACAdICJGQyODY0ZWNjLTZmM2YtNDdlNS04YTg0LWRjMzQ0OTYzYTNmMtgCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=5425&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=262&sr_order=popularity&srpvid=c7fb5c09aa0902ab&srepoch=1759496814&all_sr_blocks=898973704_383212104_2_0_0&highlighted_blocks=898973704_383212104_2_0_0&matching_block_id=898973704_383212104_2_0_0&sr_pri_blocks=898973704_383212104_2_0_0__18150000&from=searchresults
